Gene start (bp),Gene end (bp),Gene name,Transcript start (bp),Transcript end (bp)
112278525,112506014,Tead1,112358690,112497867
112278525,112506014,Tead1,112358690,112497867
112278525,112506014,Tead1,112358690,112497867
112278525,112506014,Tead1,112358743,112460655
112278525,112506014,Tead1,112358753,112441581
112278525,112506014,Tead1,112438841,112441681
112278525,112506014,Tead1,112278527,112506012
112278525,112506014,Tead1,112278527,112506012
112278525,112506014,Tead1,112358591,112506012
85868633,85870610,Gm43567,85868633,85870610
85977486,85977646,Gm24626,85977486,85977646
86153266,86153476,Gm43564,86153266,86153476
127247624,127261420,4930572K03Rik,127247624,127261406
127247624,127261420,4930572K03Rik,127247629,127261420
21313434,21314966,Gm6811,21313434,21314966
21349613,21351139,Gm7732,21349613,21351139
29487716,29487821,U6,29487716,29487821
79230519,79472438,Nf1,79230519,79236012
79230519,79472438,Nf1,79230618,79349732
79230519,79472438,Nf1,79230618,79469768
79230519,79472438,Nf1,79230651,79472438
79230519,79472438,Nf1,79230713,79321614
79230519,79472438,Nf1,79338979,79364238
79230519,79472438,Nf1,79338979,79364238
79230519,79472438,Nf1,79427734,79460941
79230519,79472438,Nf1,79437134,79470874
29507724,29509697,Gm26627,29507724,29509697
21372824,21374350,Gm7736,21372824,21374350
29526624,29541870,Irf5,29526624,29537318
29526624,29541870,Irf5,29526707,29541870
29526624,29541870,Irf5,29528269,29533996
29526624,29541870,Irf5,29529281,29537318
29526624,29541870,Irf5,29531247,29535345
29526624,29541870,Irf5,29541145,29541857
21396041,21397567,Gm7740,21396041,21397567
21419214,21420740,Gm7742,21419214,21420740
127277757,127278161,Gm43476,127277757,127278161
21445009,21446264,Vmn1r-ps147,21445009,21446264
127318872,127642857,Tmem132c,127318872,127642857
127318872,127642857,Tmem132c,127318890,127364400
127318872,127642857,Tmem132c,127615324,127641930
127318872,127642857,Tmem132c,127618690,127641930
127318872,127642857,Tmem132c,127630318,127641550
80155819,80203552,Atl2,80155819,80203552
80155819,80203552,Atl2,80155821,80163559
80155819,80203552,Atl2,80156492,80162031
80155819,80203552,Atl2,80156748,80203480
80155819,80203552,Atl2,80157556,80160184
80155819,80203552,Atl2,80158028,80161486
80155819,80203552,Atl2,80180830,80203540
80155819,80203552,Atl2,80155821,80203552
21458190,21503919,Carm1,21458190,21500763
21458190,21503919,Carm1,21458209,21500783
21458190,21503919,Carm1,21458219,21500763
21458190,21503919,Carm1,21458219,21500763
21458190,21503919,Carm1,21458274,21500763
21458190,21503919,Carm1,21458454,21490763
21458190,21503919,Carm1,21486400,21491635
21458190,21503919,Carm1,21498514,21499496
21458190,21503919,Carm1,21498641,21503919
21458190,21503919,Carm1,21498699,21499425
55991507,55995915,Cideb,55991507,55995915
55991507,55995915,Cideb,55992115,55995836
86159883,86213442,Cenpc1,86159883,86213442
86159883,86213442,Cenpc1,86192625,86213410
86159883,86213442,Cenpc1,86192626,86213406
86159883,86213442,Cenpc1,86204975,86213381
55998885,56002595,Ltb4r2,55998885,56000686
55998885,56002595,Ltb4r2,55998893,56002595
56003419,56005951,Ltb4r1,56003419,56005951
56006514,56021552,Adcy4,56006514,56021499
56006514,56021552,Adcy4,56006544,56021520
56006514,56021552,Adcy4,56006550,56021143
56006514,56021552,Adcy4,56008873,56010546
56006514,56021552,Adcy4,56010146,56011345
56006514,56021552,Adcy4,56020988,56021552
144433645,144434211,Gm9419,144433645,144434211
64592465,64752186,Vmn2r7,64592465,64678078
64592465,64752186,Vmn2r7,64592465,64752186
64592465,64752186,Vmn2r7,64623128,64752186
64592465,64752186,Vmn2r7,64598081,64627023
113392280,113396301,Rpusd3,113392280,113396301
113392280,113396301,Rpusd3,113392290,113396280
113392280,113396301,Rpusd3,113392509,113393413
113392280,113396301,Rpusd3,113393067,113396280
113392280,113396301,Rpusd3,113393271,113396271
113392280,113396301,Rpusd3,113393750,113396280
113392280,113396301,Rpusd3,113393855,113396275
113392280,113396301,Rpusd3,113394157,113396009
113392280,113396301,Rpusd3,113394184,113396292
113392280,113396301,Rpusd3,113395265,113396284
21446349,21455729,Vmn1r234,21446349,21455729
21446349,21455729,Vmn1r234,21446349,21455729
21446349,21455729,Vmn1r234,21449088,21450077
64652170,64653066,Vmn2r-ps12,64652170,64653066
86214616,86215754,Gm2287,86214616,86215615
86214616,86215754,Gm2287,86214671,86215754
21465103,21465557,Vmn1r-ps148,21465103,21465557
80240941,80242001,Gm6552,80240941,80242001
127333922,127358698,Tmem132cos,127333922,127358698
127333922,127358698,Tmem132cos,127334000,127358661
127333922,127358698,Tmem132cos,127333938,127358658
64801892,64802017,Gm25222,64801892,64802017
80284782,80289091,Gm41625,80284782,80289091
64806276,64807280,Vmn2r-ps13,64806276,64807280
105359646,105581318,Kcnd3,105359646,105581318
105359646,105581318,Kcnd3,105359889,105574905
105359646,105581318,Kcnd3,105360402,105576776
105359646,105581318,Kcnd3,105576321,105577160
105359646,105581318,Kcnd3,105366098,105576625
21476673,21483143,Vmn1r235,21476673,21483143
21476673,21483143,Vmn1r235,21476673,21483143
21476673,21483143,Vmn1r235,21476673,21483143
21476673,21483143,Vmn1r235,21476673,21483143
21476673,21483143,Vmn1r235,21476673,21483143
21476673,21483143,Vmn1r235,21476673,21483143
21476673,21483143,Vmn1r235,21480689,21483143
127386081,127387165,9430087B13Rik,127386081,127387165
127655814,127657173,Gm42980,127655814,127657173
21489550,21489732,Vmn1r-ps149,21489550,21489732
21503204,21514269,Vmn1r236,21503204,21514269
21503204,21514269,Vmn1r236,21503204,21514269
21503204,21514269,Vmn1r236,21503204,21514269
21503204,21514269,Vmn1r236,21503204,21514269
21503204,21514269,Vmn1r236,21506795,21507915
21391253,21520130,Gsap,21391253,21464764
21391253,21520130,Gsap,21391265,21496699
21391253,21520130,Gsap,21391287,21496721
21391253,21520130,Gsap,21391297,21393390
21391253,21520130,Gsap,21391310,21456788
21391253,21520130,Gsap,21391311,21493640
21391253,21520130,Gsap,21391311,21493640
21391253,21520130,Gsap,21456157,21463281
21391253,21520130,Gsap,21494787,21520129
21391253,21520130,Gsap,21494867,21520130
21504365,21504474,,21504365,21504474
21532127,21535174,Vmn1r237,21532127,21535174
21532127,21535174,Vmn1r237,21532127,21535174
21532127,21535174,Vmn1r237,21534225,21535171
44806874,45125684,Runx2,44806874,45047063
44806874,45125684,Runx2,44807373,45125113
44806874,45125684,Runx2,44914888,45047535
44806874,45125684,Runx2,44917147,45046597
44806874,45125684,Runx2,44918418,45125468
44806874,45125684,Runx2,44918706,45046521
44806874,45125684,Runx2,44918706,45125113
44806874,45125684,Runx2,44918792,45125514
44806874,45125684,Runx2,44918888,45125684
44806874,45125684,Runx2,44919202,45046253
44806874,45125684,Runx2,44950568,45045580
44806874,45125684,Runx2,44950664,45125151
44806874,45125684,Runx2,45124793,45125514
44806874,45125684,Runx2,44914888,45125684
32408601,32408786,Nrg1,32408601,32408786
45337926,45665010,Dscaml1,45337926,45482522
45337926,45665010,Dscaml1,45337941,45464587
45337926,45665010,Dscaml1,45337941,45584247
45337926,45665010,Dscaml1,45338519,45357068
45337926,45665010,Dscaml1,45341589,45664560
45337926,45665010,Dscaml1,45341589,45665010
45337926,45665010,Dscaml1,45584135,45596664
45337926,45665010,Dscaml1,45613908,45654042
45337926,45665010,Dscaml1,45653707,45656546
45337926,45665010,Dscaml1,45661997,45664562
45337926,45665010,Dscaml1,45341591,45664462
32676157,32676276,Gm22140,32676157,32676276
33378533,33440054,Gm3985,33378533,33440054
33378533,33440054,Gm3985,33380503,33432510
105410223,105412162,Gm43847,105410223,105412162
33462859,33546119,Gm45587,33462859,33546119
89175553,89177877,Slc50a1,89175553,89177786
89175553,89177877,Slc50a1,89175553,89177802
89175553,89177877,Slc50a1,89175553,89177830
89175553,89177877,Slc50a1,89175553,89177833
89175553,89177877,Slc50a1,89175553,89177877
89175553,89177877,Slc50a1,89175555,89177832
89175553,89177877,Slc50a1,89175555,89177876
89175553,89177877,Slc50a1,89176378,89177877
89175553,89177877,Slc50a1,89176452,89177534
33681224,33682324,Gm6877,33681224,33682324
99751103,100143103,Cdh8,99751103,100143059
99751103,100143103,Cdh8,99751514,100143059
99751103,100143103,Cdh8,99755401,100143071
99751103,100143103,Cdh8,99755593,100142951
99751103,100143103,Cdh8,99755593,100143103
99751103,100143103,Cdh8,99897422,100006105
99751103,100143103,Cdh8,99948591,100143071
132953539,132954177,Gm29257,132953539,132954177
192573541,192718083,Syt14,192573541,192718083
192573541,192718083,Syt14,192573541,192718083
192573541,192718083,Syt14,192578294,192717970
192573541,192718083,Syt14,192579518,192718025
192573541,192718083,Syt14,192612371,192717952
113393433,113396543,Gm44280,113393433,113396543
113399111,113399200,,113399111,113399200
140369780,140542836,Plekha5,140369780,140542836
140369780,140542836,Plekha5,140369886,140535041
140369780,140542836,Plekha5,140369887,140532225
140369780,140542836,Plekha5,140378715,140498755
140369780,140542836,Plekha5,140462150,140498756
140369780,140542836,Plekha5,140470591,140532225
140369780,140542836,Plekha5,140480901,140542836
140369780,140542836,Plekha5,140489714,140542836
140369780,140542836,Plekha5,140489740,140503684
140369780,140542836,Plekha5,140489744,140542836
140369780,140542836,Plekha5,140489879,140542836
140369780,140542836,Plekha5,140509294,140542836
140369780,140542836,Plekha5,140515052,140525397
140369780,140542836,Plekha5,140522861,140525404
140369780,140542836,Plekha5,140523049,140542836
140369780,140542836,Plekha5,140527482,140529666
27151371,27208027,Ect2,27151371,27208010
27151371,27208027,Ect2,27151371,27208027
27151371,27208027,Ect2,27151375,27207999
27151371,27208027,Ect2,27152455,27171956
27151371,27208027,Ect2,27172001,27176841
27151371,27208027,Ect2,27176027,27207961
27151371,27208027,Ect2,27185612,27191285
27151371,27208027,Ect2,27199099,27201350
27151371,27208027,Ect2,27199169,27208003
27151371,27208027,Ect2,27200117,27207977
27151371,27208027,Ect2,27200133,27207959
27151371,27208027,Ect2,27200177,27207931
27151371,27208027,Ect2,27151372,27208003
119062252,119075414,Tmem269,119062304,119075414
119062252,119075414,Tmem269,119062252,119075414
56022452,56026322,Ripk3,56022452,56026322
56022452,56026322,Ripk3,56022453,56023440
56022452,56026322,Ripk3,56022454,56026314
56022452,56026322,Ripk3,56023222,56023809
56022452,56026322,Ripk3,56023882,56024370
56022452,56026322,Ripk3,56024282,56025576
56022452,56026322,Ripk3,56024583,56025849
56022452,56026322,Ripk3,56025732,56026245
56022452,56026322,Ripk3,56022453,56026314
192680594,192680882,7SK,192680594,192680882
192723281,192724713,Gm31406,192723281,192724713
192734808,192734922,Gm37103,192734808,192734922
34478932,34488437,Imp4,34478932,34488437
34478932,34488437,Imp4,34478979,34481650
34478932,34488437,Imp4,34478986,34482937
34478932,34488437,Imp4,34478986,34483468
34478932,34488437,Imp4,34479018,34483108
34478932,34488437,Imp4,34479034,34482536
34478932,34488437,Imp4,34479122,34483595
34478932,34488437,Imp4,34487328,34488019
119080371,119082012,Gm12898,119080371,119082012
98812047,98823780,Usp1,98812047,98823780
98812047,98823780,Usp1,98812116,98823780
98812047,98823780,Usp1,98812201,98816507
98812047,98823780,Usp1,98816334,98819118
101699265,101700669,Gm9109,101699265,101700669
101701347,101701940,Gm14840,101701347,101701940
101729898,101730578,Gm3880,101729898,101730578
101750496,101751241,Gm9112,101750496,101751241
101751471,101758815,Dmrtc1b,101754783,101758815
101751471,101758815,Dmrtc1b,101754783,101758815
101751471,101758815,Dmrtc1b,101751471,101758815
99772559,99776041,Gm45297,99772559,99776041
99799095,99799201,U6,99799095,99799201
99872018,99874721,Gm15681,99872018,99874721
100123845,100233402,Gm15680,100123845,100233402
100143274,100460070,A330008L17Rik,100143274,100151276
100143274,100460070,A330008L17Rik,100143306,100460070
45546004,45546110,U6,45546004,45546110
21499978,21504124,Yipf2,21499978,21504068
21499978,21504124,Yipf2,21499978,21504124
21499978,21504124,Yipf2,21499982,21504106
21499978,21504124,Yipf2,21499982,21504112
100390651,100392039,Gm8688,100390651,100392039
100553619,100554270,Gm19232,100553619,100554270
100757190,100758734,Impdh2-ps,100757190,100758734
56060601,56071400,Nfatc4,56060601,56063689
56060601,56071400,Nfatc4,56062252,56071400
56060601,56071400,Nfatc4,56062494,56071398
56060601,56071400,Nfatc4,56063258,56071094
56060601,56071400,Nfatc4,56064495,56066383
56060601,56071400,Nfatc4,56066926,56069712
56060601,56071400,Nfatc4,56066928,56068172
56060601,56071400,Nfatc4,56067726,56071081
56060601,56071400,Nfatc4,56067726,56071081
56060601,56071400,Nfatc4,56067726,56071081
56060601,56071400,Nfatc4,56067726,56071081
100786748,100787252,Gm5742,100786748,100787252
101768008,101769355,Gm9115,101768008,101769355
101165390,101165594,Gm45296,101165390,101165594
101363151,101364648,Gm5361,101363151,101364648
137977714,137988643,Sh2d5,137977714,137988643
137977714,137988643,Sh2d5,137977724,137984590
137977714,137988643,Sh2d5,137977734,137983001
137977714,137988643,Sh2d5,137977775,137988643
137977714,137988643,Sh2d5,137984046,137986422
101779592,101782224,Gm14839,101779592,101782224
101388541,101452987,Gm39232,101388541,101452987
101798387,101801077,Gm4234,101798387,101801077
102266216,102266340,Gm22223,102266216,102266340
103250526,103250588,U6,103250526,103250588
101821344,101823090,Gm9119,101821344,101823090
103261277,103261522,Gm45422,103261277,103261522
101837904,101840439,Gm5166,101837904,101840439
103358727,103512274,Cdh11,103358727,103512274
103358727,103512274,Cdh11,103361236,103363951
103358727,103512274,Cdh11,103388119,103512274
101844790,101844890,5S_rRNA,101844790,101844890
101846569,101853548,Dmrtc1c1,101846569,101853548
101846569,101853548,Dmrtc1c1,101847829,101849522
89969854,90081123,Iqca,89969854,90081123
89969854,90081123,Iqca,89969857,90017866
89969854,90081123,Iqca,89969862,89982682
89969854,90081123,Iqca,89970348,90080897
89969854,90081123,Iqca,89987179,89994646
89969854,90081123,Iqca,90009988,90017865
89969854,90081123,Iqca,90025750,90072700
89969854,90081123,Iqca,90054866,90081123
101861968,101863680,Gm9126,101861968,101863680
14999942,15059880,Nsun6,14999942,15054091
14999942,15059880,Nsun6,14999942,15059695
14999942,15059880,Nsun6,15001107,15059684
14999942,15059880,Nsun6,15041246,15054123
14999942,15059880,Nsun6,15052032,15054090
14999942,15059880,Nsun6,15059443,15059880
14999942,15059880,Nsun6,15041246,15054123
14999942,15059880,Nsun6,14999942,15059683
101874556,101877410,Gm16511,101874556,101877410
101881761,101881861,5S_rRNA,101881761,101881861
103380823,103384820,Gm45257,103380823,103384820
101891245,101898222,Dmrtc1c2,101891245,101896962
101891245,101898222,Dmrtc1c2,101891245,101898222
101891245,101898222,Dmrtc1c2,101893925,101897744
103432681,103433422,9430099M06Rik,103432681,103433422
21543293,21544028,Vmn1r-ps150,21543293,21544028
33724412,33875555,Wrn,33725710,33875500
33724412,33875555,Wrn,33725712,33820578
33724412,33875555,Wrn,33814238,33875536
33724412,33875555,Wrn,33724412,33875555
21587109,21596610,Gm18269,21587109,21596610
44872877,44874059,Runx2os3,44872877,44874059
44951912,44952030,5S_rRNA,44951912,44952030
45021109,45024812,Runx2os2,45021109,45024812
45046732,45048499,Runx2os1,45046732,45048499
21504018,21507266,Timm29,21504018,21507266
21604010,21619527,Zfp677,21604010,21619524
21604010,21619527,Zfp677,21604010,21619527
137977746,138029278,Kif17,137977746,138029278
137977746,138029278,Kif17,137989543,138028803
137977746,138029278,Kif17,137989783,138028693
137977746,138029278,Kif17,137989810,138014473
62248575,62286094,Anp32a,62249357,62284954
62248575,62286094,Anp32a,62249746,62280865
62248575,62286094,Anp32a,62274220,62280958
62248575,62286094,Anp32a,62252081,62281997
62248575,62286094,Anp32a,62274226,62284589
62248575,62286094,Anp32a,62251345,62280878
62248575,62286094,Anp32a,62280721,62285063
62248575,62286094,Anp32a,62248611,62286094
62248575,62286094,Anp32a,62249184,62282000
62248575,62286094,Anp32a,62248575,62284983
101899897,101899997,5S_rRNA,101899897,101899997
101902792,101911577,1700031F05Rik,101902792,101909959
101902792,101911577,1700031F05Rik,101902792,101911577
21614340,21615379,Gm18519,21614340,21615379
21642911,21670529,Gm49691,21642911,21670529
21643489,21655902,Zfp54,21643489,21655902
21643489,21655902,Zfp54,21643495,21655416
21643489,21655902,Zfp54,21643520,21654207
90081350,90087184,4930434B07Rik,90081350,90087184
90131702,90144473,Ackr3,90131702,90144473
90131702,90144473,Ackr3,90131728,90141555
101924135,101925860,Gm9133,101924135,101925860
101946822,101952293,Dmrtc1a,101946822,101952278
101946822,101952293,Dmrtc1a,101946828,101950075
101946822,101952293,Dmrtc1a,101946828,101950164
101946822,101952293,Dmrtc1a,101946828,101952293
90154882,90156248,Gm38277,90154882,90156248
60521451,60606263,Raph1,60521451,60605938
60521451,60606263,Raph1,60522344,60538709
60521451,60606263,Raph1,60529835,60605928
60521451,60606263,Raph1,60532482,60535440
60521451,60606263,Raph1,60540762,60542424
60521451,60606263,Raph1,60552968,60561450
60521451,60606263,Raph1,60564847,60606263
60521451,60606263,Raph1,60522395,60605924
80336916,80369763,Hnrnpll,80336916,80369656
80336916,80369763,Hnrnpll,80337266,80369656
80336916,80369763,Hnrnpll,80337770,80342985
80336916,80369763,Hnrnpll,80344578,80369623
80336916,80369763,Hnrnpll,80352478,80369564
80336916,80369763,Hnrnpll,80358664,80369697
80336916,80369763,Hnrnpll,80336916,80369763
138032041,138039939,Ddost,138032041,138039939
21419007,21419258,Gm43215,21419007,21419258
21484268,21484619,Gm43214,21484268,21484619
86219605,86253984,Stap1,86219605,86253984
86219605,86253984,Stap1,86219609,86245558
86219605,86253984,Stap1,86219633,86233871
86219605,86253984,Stap1,86219642,86233867
86219605,86253984,Stap1,86219671,86251723
86219605,86253984,Stap1,86234317,86242620
56091467,56112193,Nynrin,56091467,56100597
56091467,56112193,Nynrin,56091474,56112193
56091467,56112193,Nynrin,56091493,56111748
138040720,138053618,Pink1,138040720,138043737
138040720,138053618,Pink1,138040723,138053618
138040720,138053618,Pink1,138041230,138053551
21519159,21519623,Gm7904,21519159,21519623
21524740,21524872,Mir1946b,21524740,21524872
62326774,62444326,Coro2b,62326774,62444326
62326774,62444326,Coro2b,62332865,62335283
62326774,62444326,Coro2b,62335218,62417780
62326774,62444326,Coro2b,62335545,62336532
62326774,62444326,Coro2b,62336616,62356430
62326774,62444326,Coro2b,62339776,62427718
62326774,62444326,Coro2b,62360565,62444242
90182998,90187842,Gm28721,90182998,90187842
90208180,90211634,Gm28723,90208180,90211634
60561998,60562225,Gm11575,60561998,60562225
60576179,60576595,Gm11576,60576179,60576595
90255034,90255140,5S_rRNA,90255034,90255140
132973405,133036425,Pik3c2b,132973405,132994967
132973405,133036425,Pik3c2b,132973750,132995771
132973405,133036425,Pik3c2b,132973750,133009075
132973405,133036425,Pik3c2b,132973750,133036425
132973405,133036425,Pik3c2b,132996317,133002324
56116370,56121849,Cbln3,56116370,56121849
56116370,56121849,Cbln3,56119518,56121689
97345841,97370003,Clns1a,97345841,97368086
97345841,97370003,Clns1a,97345902,97361952
97345841,97370003,Clns1a,97367002,97370003
56122404,56136232,Khnyn,56122404,56134238
56122404,56136232,Khnyn,56122431,56133892
56122404,56136232,Khnyn,56122474,56136232
101952511,101953257,1700011M02Rik,101952511,101953257
101971978,101972700,1700018G05Rik,101971978,101972700
140476689,140476941,7SK,140476689,140476941
140565888,140568149,Gm44013,140565888,140568149
102023494,102024251,Gm14841,102023494,102024251
86227625,86227794,Gm24524,86227625,86227794
102041646,102041851,Gm14837,102041646,102041851
113401595,113412721,Cidec,113401595,113412721
113401595,113412721,Cidec,113401597,113412717
113401595,113412721,Cidec,113402518,113411725
113401595,113412721,Cidec,113405472,113411574
138043443,138043511,Mir7019,138043443,138043511
102047330,102048637,Gm21998,102047330,102048637
138053291,138053400,,138053291,138053400
127672728,127709961,Slc15a4,127672728,127694480
127672728,127709961,Slc15a4,127672731,127694290
127672728,127709961,Slc15a4,127672731,127694482
127672728,127709961,Slc15a4,127673720,127681744
127672728,127709961,Slc15a4,127678994,127709944
127672728,127709961,Slc15a4,127680845,127681671
127672728,127709961,Slc15a4,127680845,127681671
127672728,127709961,Slc15a4,127680871,127686415
127672728,127709961,Slc15a4,127681670,127693947
127672728,127709961,Slc15a4,127685857,127709961
127672728,127709961,Slc15a4,127691510,127694445
138065735,138095303,Cda,138065735,138070960
138065735,138095303,Cda,138065839,138095303
102057304,102057993,Pabpc1l2b,102057304,102057993
102081230,102081974,Gm9143,102081230,102081974
80340943,80341038,Gm22215,80340943,80341038
21670636,21685849,Zfp51,21670636,21685849
102110274,102110786,Pabpc1l2a,102110274,102110786
121244256,121269168,Pdia3,121244256,121269168
121244256,121269168,Pdia3,121244364,121255082
121244256,121269168,Pdia3,121244589,121264181
121244256,121269168,Pdia3,121255111,121262617
102119525,102120831,Gm3928,102119525,102120831
102126609,102126856,Gm14838,102126609,102126856
138121403,138123839,Fam43b,138121403,138123839
102206716,102209013,Gm6206,102206716,102209013
138122509,138125025,AB041806,138122509,138125025
102226577,102355388,4930519F16Rik,102226577,102300220
102226577,102355388,4930519F16Rik,102273634,102300220
102226577,102355388,4930519F16Rik,102273634,102355388
102226577,102355388,4930519F16Rik,102273700,102296653
102226577,102355388,4930519F16Rik,102274988,102300212
102226577,102355388,4930519F16Rik,102276528,102341916
102226577,102355388,4930519F16Rik,102276539,102331684
138153099,138153313,Rpl38-ps1,138153099,138153313
80361455,80361985,Gpx4-ps1,80361455,80361985
138161982,138169576,Mul1,138161982,138169576
138161982,138169576,Mul1,138161988,138169573
138161982,138169576,Mul1,138162034,138166322
80412366,80412471,Gm23125,80412366,80412471
21709260,21730735,Zfp53,21709260,21730735
21709260,21730735,Zfp53,21711518,21730026
56134740,56137750,Sdr39u1,56134740,56137312
56134740,56137750,Sdr39u1,56134740,56137715
56134740,56137750,Sdr39u1,56135016,56137668
56134740,56137750,Sdr39u1,56135292,56137641
56134740,56137750,Sdr39u1,56135293,56137572
56134740,56137750,Sdr39u1,56135351,56137620
56134740,56137750,Sdr39u1,56135359,56137370
56134740,56137750,Sdr39u1,56135367,56137685
56134740,56137750,Sdr39u1,56135370,56137437
56134740,56137750,Sdr39u1,56135388,56137750
56134740,56137750,Sdr39u1,56135712,56137666
56134740,56137750,Sdr39u1,56135714,56137636
56134740,56137750,Sdr39u1,56135754,56137668
56134740,56137750,Sdr39u1,56135779,56137656
56134740,56137750,Sdr39u1,56136391,56137668
56134740,56137750,Sdr39u1,56136591,56137669
56134740,56137750,Sdr39u1,56136840,56137654
21736975,21751257,Gm50433,21736975,21751257
21736975,21751257,Gm50433,21750542,21751047
45088039,45430177,Supt3,45088039,45430177
45088039,45430177,Supt3,45088283,45430173
45088039,45430177,Supt3,45097518,45430166
45088039,45430177,Supt3,45088212,45236744
113417447,113417855,Gm43928,113417447,113417855
113419530,113425190,Jagn1,113419530,113425190
113419530,113425190,Jagn1,113419556,113421969
113419530,113425190,Jagn1,113419571,113425170
15036612,15038987,Gm36930,15036612,15038987
103459022,103459116,,103459022,103459116
44813373,44825566,Slc17a7,44813373,44825566
44813373,44825566,Slc17a7,44813448,44824511
44813373,44825566,Slc17a7,44818374,44820719
44813373,44825566,Slc17a7,44818982,44825563
44813373,44825566,Slc17a7,44819325,44825563
103506822,103507674,Gm45258,103506822,103507674
62422311,62422419,5S_rRNA,62422311,62422419
103591477,103592430,Gm8730,103591477,103592430
155913765,155969012,Gm28036,155913765,155940005
155913765,155969012,Gm28036,155913765,155953821
155913765,155969012,Gm28036,155920849,155969012
155913765,155969012,Gm28036,155920849,155969012
155913765,155969012,Gm28036,155920849,155969012
155913765,155969012,Gm28036,155921011,155953846
155913765,155969012,Gm28036,155921017,155938848
155913765,155969012,Gm28036,155921344,155953851
103081200,103107643,Trf,103081200,103107472
103081200,103107643,Trf,103085994,103107643
103081200,103107643,Trf,103086224,103089205
103081200,103107643,Trf,103087767,103097065
103081200,103107643,Trf,103087835,103099262
103081200,103107643,Trf,103093013,103107469
103081200,103107643,Trf,103098094,103099874
103081200,103107643,Trf,103099296,103107465
103081200,103107643,Trf,103100284,103105641
103856880,103871578,Gm45391,103856880,103871578
103998023,104066762,Gm32531,103998023,104066762
60631410,60631868,Gm11578,60631410,60631868
29540826,29609886,Tnpo3,29540826,29609886
29540826,29609886,Tnpo3,29540981,29560093
29540826,29609886,Tnpo3,29541570,29609810
29540826,29609886,Tnpo3,29554882,29557064
29540826,29609886,Tnpo3,29564876,29609622
29540826,29609886,Tnpo3,29568433,29571518
29540826,29609886,Tnpo3,29578551,29582385
29540826,29609886,Tnpo3,29580052,29609818
29540826,29609886,Tnpo3,29583342,29609633
29540826,29609886,Tnpo3,29589087,29609612
29540826,29609886,Tnpo3,29540826,29609606
60633966,60635395,Gm38388,60633966,60635395
104070510,104074166,1600027J07Rik,104070510,104074166
90381116,90382223,Gm28722,90381116,90382223
60652857,60652962,,60652857,60652962
104258277,104290255,Gm45277,104258277,104290255
90448218,90451019,Gm35048,90448218,90451019
104330414,104407016,4933400L20Rik,104330414,104350302
104330414,104407016,4933400L20Rik,104330431,104407016
60740031,60741096,Gm11577,60740031,60741096
60743091,60744308,Eif4a-ps4,60743091,60744308
132977866,132996143,Gm28609,132977866,132996143
33876353,33907495,Purg,33876353,33877416
33876353,33907495,Purg,33876353,33907495
133056414,133059520,Gm26616,133056414,133059520
133056414,133059520,Gm26616,133058918,133059520
138181625,138187434,Camk2n1,138181625,138187434
79262083,79263056,Gm11198,79262083,79263056
79342767,79343273,Gm11199,79342767,79343273
192773412,192812580,Utp25,192773412,192796983
192773412,192812580,Utp25,192774874,192799865
192773412,192812580,Utp25,192786710,192812580
192773412,192812580,Utp25,192786726,192812552
192773412,192812580,Utp25,192790061,192797686
192773412,192812580,Utp25,192802786,192804779
192773412,192812580,Utp25,192802951,192810653
192773412,192812580,Utp25,192804350,192812515
192773412,192812580,Utp25,192804368,192806116
79372545,79374857,AU040972,79372545,79374857
104797781,104798367,Gm8748,104797781,104798367
120421525,120429812,Gcgr,120421525,120429810
120421525,120429812,Gcgr,120421570,120429812
120421525,120429812,Gcgr,120421600,120429809
120421525,120429812,Gcgr,120425506,120427535
33974224,33975195,Hmgb1-rs17,33974224,33975195
21497959,21629675,Ccdc146,21497959,21629675
21497959,21629675,Ccdc146,21522824,21629675
21497959,21629675,Ccdc146,21523107,21535903
21497959,21629675,Ccdc146,21524021,21527744
21497959,21629675,Ccdc146,21524560,21536117
102227782,102230246,Nap1l2,102227782,102230246
138292671,138363195,Vwa5b1,138292671,138351323
138292671,138363195,Vwa5b1,138298357,138308394
138292671,138363195,Vwa5b1,138308941,138363195
138292671,138363195,Vwa5b1,138321651,138333841
138292671,138363195,Vwa5b1,138327455,138334310
104815548,104832505,Gm29682,104815548,104832505
34006766,34075610,Tex15,34006766,34047370
34006766,34075610,Tex15,34007352,34063586
34006766,34075610,Tex15,34007352,34075610
34006766,34075610,Tex15,34060572,34075610
102271311,102271758,Gm9050,102271311,102271758
102279731,102280249,Gm14847,102279731,102280249
102330773,102332576,Gm19200,102330773,102332576
102342716,102343580,Gm14848,102342716,102343580
102362717,102363171,Gm3931,102362717,102363171
102365004,102374198,Cdx4,102365004,102374198
155926530,155928211,Gm37274,155926530,155928211
180998715,180999419,Gm52976,180998715,180999419
121269491,121274759,Ell3,121269491,121274759
121269491,121274759,Ell3,121270461,121271632
121269491,121274759,Ell3,121269508,121273082
102380436,102380859,Gm9516,102380436,102380859
102400082,102439698,Chic1,102400082,102439698
104828257,104871143,Cdh5,104828257,104871143
104828257,104871143,Cdh5,104837939,104839649
21748456,21756140,9330136K24Rik,21748456,21756140
45190657,45191182,4930564C03Rik,45190657,45191182
45458124,45462516,Gm35097,45458124,45462516
21755801,21782863,Zfp52,21755801,21782863
21755801,21782863,Zfp52,21775308,21782328
44822727,44822785,Mir7055,44822727,44822785
